Manufacturer,MFR Part #,Product Description,Retail / MSRP, Dealer Actual Cost ,Dealers Discount from list,Proposed GSA Price ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Mobile Pro,MPS-021,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC Server Based, Cellular Modem w/ WI-FI Access, Miniature WIN8.1 OS Computer 65W 512 SSD - 4 GIG, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit, 2 IR LED Bar w/ Electronics, 150 Solar System PS Kit","$19,861.89 ","$13,241.26 ",33%,"$16,147.88 ",19%,"$16,269.90 ",USA,1 Year
Mobile Pro,MPS-022,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC Server Based, Cellular Modem w/ WI-FI Access, Miniature WIN8.1 OS Computer 65W 512 SSD - 4 GIG, Security Screws Kit w/ Kit, LED Strobe Kit Light Kit, 2 IR LED Bar w/ Electronics, 150 Solar System PS Kit","$19,861.89 ","$13,241.26 ",33%,"$16,147.88 ",19%,"$16,269.90 ",USA,1 Year
Mobile Pro,MPS-023,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit, 150 Solar System PS Kit","$14,469.45 ","$9,646.30 ",33%,"$11,763.78 ",19%,"$11,852.68 ",USA,1 Year
Mobile Pro,MPS-024,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit, 150 Solar System PS Kit","$13,025.70 ","$8,683.80 ",33%,"$10,590.00 ",19%,"$10,670.03 ",USA,1 Year
Mobile Pro,MPS-025,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, 150 Solar System PS Kit","$12,710.70 ","$8,473.80 ",33%,"$10,333.90 ",19%,"$10,411.99 ",USA,1 Year
Mobile Pro,MPS-026,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit","$11,506.95 ","$7,671.30 ",33%,"$9,355.24 ",19%,"$9,425.94 ",USA,1 Year
Mobile Pro,MPS-027,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws w/ Bit","$12,950.70 ","$8,633.80 ",33%,"$10,529.02 ",19%,"$10,608.59 ",USA,1 Year
Mobile Pro,MPS-028,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC AFPOE 17W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, 150 Solar System PS Kit","$11,339.03 ","$7,559.35 ",33%,"$9,218.72 ",19%,"$9,288.38 ",USA,1 Year
Mobile Pro,MPS-029,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC AFPOE 17W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, 150 Solar System PS Kit","$12,635.78 ","$8,423.85 ",33%,"$10,272.99 ",19%,"$10,350.62 ",USA,1 Year
Mobile Pro,MPS-030,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC AFPOE 17W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, Optex 120DEG Wide X 40', LED Strobe Kit Light Kit, 150 Solar System PS Kit","$13,243.28 ","$8,828.85 ",33%,"$10,766.89 ",19%,"$10,848.25 ",USA,1 Year
Mobile Pro,MPS-031,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC AFPOE 17W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, Optex 120DEG Wide X 40', LED Strobe Kit Light Kit, 2 High Intensity LED Bar w/ Electronics, 150 Solar System PS Kit","$14,244.53 ","$9,496.35 ",33%,"$11,580.91 ",19%,"$11,668.43 ",USA,1 Year
Mobile Pro,MPS-032,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Battery, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC AFPOE 17W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, Optex 120DEG Wide X 40', LED Strobe Kit Light Kit, 2 IR LED Bar w/ Electronics, 150 Solar System PS Kit","$16,100.78 ","$10,733.85 ",33%,"$13,090.06 ",19%,"$13,188.98 ",USA,1 Year
Mobile Pro,Camera,"PTZ Camera 2.0 MP 1080P 30X Zoom, Update Cables and Terminations, Update Servers to Current Version","$8,988.00 ","$5,992.00 ",33%,"$7,307.32 ",19%,"$7,362.54 ",USA,1 Year
Mobile Pro,BATT-KIT-100-12,1200 AH AGM BATT PACK,"$5,531.40 ","$3,687.60 ",33%,"$4,497.07 ",19%,"$4,531.06 ",USA,1 Year
Mobile Pro,INSULATE-KIT,ALL Weather Insulation Package,"$3,364.20 ","$2,242.80 ",33%,"$2,735.12 ",19%,"$2,755.79 ",USA,1 Year
Mobile Pro,PTZ-P5512-E,Axis PTZ Camera 480i 12x + Mount and Hub Assy,"$2,581.88 ","$1,721.25 ",33%,"$2,099.09 ",19%,"$2,114.95 ",USA,1 Year
Mobile Pro,PTZ-P5532-E,Axis PTZ Camera D1 576p 29x + Mount and Hub Assy,"$3,594.38 ","$2,396.25 ",33%,"$2,922.26 ",19%,"$2,944.34 ",USA,1 Year
Mobile Pro,PTZ-P5534-E,Axis PTZ Camera 1.3 MP 720P + Mount and Hub Assy,"$3,885.00 ","$2,590.00 ",33%,"$3,158.54 ",19%,"$3,182.40 ",USA,1 Year
Mobile Pro,PTZ-P5635-E,Axis PTZ Camera 2.0 MP 1080P 30X Zoom + Mount and Hub Assy,"$3,303.75 ","$2,202.50 ",33%,"$2,685.98 ",19%,"$2,706.27 ",USA,1 Year
Mobile Pro,PTZ-Q6042-E,Axis PTZ Camera D1 36x Low Temp + Mount and Hub Assy,"$4,766.25 ","$3,177.50 ",33%,"$3,875.00 ",19%,"$3,904.28 ",USA,1 Year
Mobile Pro,PTZ-Q6044-E,Axis PTZ Camera 1.3 MP 720P 30x Low Temp + Mount and Hub Assy,"$5,328.75 ","$3,552.50 ",33%,"$4,332.32 ",19%,"$4,365.05 ",USA,1 Year
Mobile Pro,PTZ-Q6045-E,Axis PTZ Camera 2.0 MP 1080p 20x Low Temp + Mount and Hub Assy,"$5,619.38 ","$3,746.25 ",33%,"$4,568.60 ",19%,"$4,603.12 ",USA,1 Year
Mobile Pro,PTZ-Q6045-E MKII,Axis PTZ Camera 2.0 MP 1080p 32x Low Temp + Mount and Hub Assy,"$5,613.75 ","$3,742.50 ",33%,"$4,564.02 ",19%,"$4,598.51 ",USA,1 Year
Mobile Pro,FC-P3364-VE,Axis Dome Camera 1.3 MP 720p Lightfinder +Mount and Hub Assy,"$1,719.38 ","$1,146.25 ",33%,"$1,397.87 ",19%,"$1,408.43 ",USA,1 Year
Mobile Pro,FC-P3364-LVE ,Axis Dome Camera 1.3 MP 720p IR Illuminators + Mount and Hub Assy,"$1,860.00 ","$1,240.00 ",33%,"$1,512.20 ",19%,"$1,523.62 ",USA,1 Year
Mobile Pro,FC-P3365-VE,Axis Dome Camera 2.0 MP 1080p + Mount and Hub Assy,"$1,860.00 ","$1,240.00 ",33%,"$1,512.20 ",19%,"$1,523.62 ",USA,1 Year
Mobile Pro,FC-P3367-VE,Axis Dome Camera 5.0 MP + Mount and Hub Assy,"$2,150.63 ","$1,433.75 ",33%,"$1,748.48 ",19%,"$1,761.69 ",USA,1 Year
Mobile Pro,FC-P3384-VE,Axis Dome Camera 1.3 MP 720p Lightfinder + Mount and Hub Assy,"$2,010.00 ","$1,340.00 ",33%,"$1,634.15 ",19%,"$1,646.50 ",USA,1 Year
Mobile Pro,FC-Q3505-VE ,Axis Dome Camera 2.0 MP 1080p Lighfinder + Mount and Hub Assy,"$2,075.63 ","$1,383.75 ",33%,"$1,687.50 ",19%,"$1,700.25 ",USA,1 Year
Mobile Pro,FC-M3027-PVE,Axis Dome Camera 5.0 MP 180ø or 360ø Panoramic + Mount and Hub Assy,"$1,578.75 ","$1,052.50 ",33%,"$1,283.54 ",19%,"$1,293.24 ",USA,1 Year
Mobile Pro,PTZ-FLIR-PT625,FLIR - DUALHEAD LONG RANGE PTZ THERMAL + Mount and Hub Assy,"$34,138.13 ","$22,758.75 ",33%,"$27,754.57 ",19%,"$27,964.31 ",USA,1 Year
Mobile Pro,PTZ-GANZ-ZNT6-PAT1FN20-N,GANZ/DRS - PT THERMAL - 320X240 - 40ø + Mount and Hub Assy,"$5,439.38 ","$3,626.25 ",33%,"$4,422.26 ",19%,"$4,455.67 ",USA,1 Year
Mobile Pro,PTZ-GANZ-ZNT6-PAT2FN21-N,GANZ/DRS - PT THERMAL - 640X480 - 44ø + Mount and Hub Assy,"$9,395.63 ","$6,263.75 ",33%,"$7,638.72 ",19%,"$7,696.44 ",USA,1 Year
Mobile Pro,FC-GANZ-ZNT6-HAT1FN20-N,GANZ/DRS - FIXED THERMAL - 320X240 - 40ø + Mount and Hub Assy,"$3,620.63 ","$2,413.75 ",33%,"$2,943.60 ",19%,"$2,965.84 ",USA,1 Year
Mobile Pro,FC-GANZ-ZNT6-HAT2FN21-N,GANZ/DRS - FIXED THERMAL - 640X480 - 44ø + Mount and Hub Assy,"$7,426.88 ","$4,951.25 ",33%,"$6,038.11 ",19%,"$6,083.74 ",USA,1 Year
Mobile Pro,PTZ-HIK-2DF8223I-AEL,HIKVISION 2MP 23X PTZ W/200M IR + Mount and Hub Assy,"$3,414.38 ","$2,276.25 ",33%,"$2,775.91 ",19%,"$2,796.89 ",USA,1 Year
Mobile Pro,PTZ-SMS-SNP-6320H,Samsung 2MP 32x Zoom PTZ Dome + Mount and Hub Assy,"$5,026.88 ","$3,351.25 ",33%,"$4,086.89 ",19%,"$4,117.77 ",USA,1 Year
Mobile Pro,POE-35W,12VDC HIPOE 35W,$272.25 ,$181.50 ,33%,$221.34 ,19%,$223.01 ,USA,1 Year
Mobile Pro,POE-17W,12VDC AFPOE 17W,$189.00 ,$126.00 ,33%,$153.66 ,19%,$154.82 ,USA,1 Year
Mobile Pro,OPT-CAM-MOUNT ,STOCK CAMERA MOUNT,$321.75 ,$214.50 ,33%,$261.59 ,19%,$263.56 ,USA,1 Year
Mobile Pro,OPT-CM-AXIS  ,CAMERA MOUNT THREADED W/AXIS HUB,$416.25 ,$277.50 ,33%,$338.41 ,19%,$340.97 ,USA,1 Year
Mobile Pro,OPT-CAM-ARM ,ADDITIONAL CAMERA - SGL. CAM ARM,$270.00 ,$180.00 ,33%,$219.51 ,19%,$221.17 ,USA,1 Year
Mobile Pro,EXACQ-EDGE,EXACQ CAMERA EDGE LIC,$416.25 ,$277.50 ,33%,$338.41 ,19%,$340.97 ,USA,1 Year
Mobile Pro,EXACQ-CAM ,EXACQ COMPUTER LIC,$302.85 ,$201.90 ,33%,$246.22 ,19%,$248.08 ,USA,1 Year
Mobile Pro,OPT-HWM ,MPS HARDWARE MOUNTING PLATE,$79.88 ,$53.25 ,33%,$64.94 ,19%,$65.43 ,USA,1 Year
Mobile Pro,COM-CP-IBR600,CRADLEPOINT CELLULAR MODEM WITH WI-FI ACCESS PROGRAMMING AND INTEGRATION,"$1,571.40 ","$1,047.60 ",33%,"$1,277.56 ",19%,"$1,287.22 ",USA,1 Year
Mobile Pro,COM-UB-M25,ROCKET M2 OR M5  2.4GHZ (5.0GHZ) AP ,$315.00 ,$210.00 ,33%,$256.10 ,19%,$258.03 ,USA,1 Year
Mobile Pro,COM-ANT-2.4-O,"2.4 GHZ MARINE ANTENNA 12DBI 24""",$315.00 ,$210.00 ,33%,$256.10 ,19%,$258.03 ,USA,1 Year
Mobile Pro,COM-UB-NANO,"UBNT NANO W/BRACKET 2.4, 5GHZ",$210.00 ,$140.00 ,33%,$170.73 ,19%,$172.02 ,USA,1 Year
Mobile Pro,COM-FM-1200-HW,FLUIDMESH RADIO WITH BRACKET,"$1,323.00 ",$882.00 ,33%,"$1,075.61 ",19%,"$1,083.74 ",USA,1 Year
Mobile Pro,COM-FM-5 ,5 Mbit THROUGHPUT FEATURE ,$739.20 ,$492.80 ,33%,$600.98 ,19%,$605.52 ,USA,1 Year
Mobile Pro,COM-FM-10,10 Mbit THROUGHPUT FEATURE ,"$1,092.00 ",$728.00 ,33%,$887.80 ,19%,$894.51 ,USA,1 Year
Mobile Pro,COMP-I3-500 ,LAPTOP SERVER - I3/500GB,"$1,950.90 ","$1,300.60 ",33%,"$1,586.10 ",19%,"$1,598.08 ",USA,1 Year
Mobile Pro,COMP-I3-1TB,LAPTOP SERVER - I3/1TB,"$2,202.90 ","$1,468.60 ",33%,"$1,790.98 ",19%,"$1,804.51 ",USA,1 Year
Mobile Pro,AUDIO-DA-KIT,DIGITAL ACOUSTICS 2-WAY AUDIO W/SPEAKER,"$1,646.40 ","$1,097.60 ",33%,"$1,338.54 ",19%,"$1,348.65 ",USA,1 Year
Mobile Pro,AUDIO-AX-KIT,Using the Axis P8221 Spkr config,$546.00 ,$364.00 ,33%,$443.90 ,19%,$447.26 ,USA,1 Year
Mobile Pro,COM-P8221,AXIS Network I/O Expand. Module ,$735.00 ,$490.00 ,33%,$597.56 ,19%,$602.08 ,USA,1 Year
Mobile Pro,SW-8-NET,NETGEAR 8 PORT SWITCH,$134.40 ,$89.60 ,33%,$109.27 ,19%,$110.09 ,USA,1 Year
Mobile Pro,SW-ROCKET-8,COMTROL ROCKET HARDENED 8 PORT SWITCH,$627.90 ,$418.60 ,33%,$510.49 ,19%,$514.35 ,USA,1 Year
Mobile Pro,SW-BB-8PORT,BLACK BOX EXTREME HARDENED 8 PORT SWITCH,$753.90 ,$502.60 ,33%,$612.93 ,19%,$617.56 ,USA,1 Year
Mobile Pro,VZ-5G,MONTHLY 5 GIG CELLULAR SERVICE (VERIZON) FOR MOBILE SURVEILLANCE,$144.00 ,$96.00 ,33%,$117.07 ,19%,$117.96 ,USA,1 Year
Mobile Pro,RVTS-SRV   ,MONTHLY VPN SERVICE,$43.88 ,$29.25 ,33%,$35.67 ,19%,$35.94 ,USA,1 Year
Mobile Pro,PBS,MONTHLY POWER BROKER SERVICE,$18.00 ,$12.00 ,33%,$14.63 ,19%,$14.74 ,USA,1 Year
Mobile Pro,CUST-INSTALL,INSTALL CUSTOMER PRODUCT CHARGE,$337.50 ,$225.00 ,33%,$274.39 ,19%,$276.46 ,USA,1 Year
Mobile Pro,SENS-HX-40DAM,Optex / PIR/Micro 26' x45? wide,$405.00 ,$270.00 ,33%,$329.27 ,19%,$331.76 ,USA,1 Year
Mobile Pro,SENS-HX-40RAMi,BATTERY OPERATED,$472.50 ,$315.00 ,33%,$384.15 ,19%,$387.05 ,USA,1 Year
Mobile Pro,SENS-LX-80N   ,Optex 80'x10' narrow,$247.50 ,$165.00 ,33%,$201.22 ,19%,$202.74 ,USA,1 Year
Mobile Pro,SENS-LX-402   ,Optex 120DEG WIDE X 40',$247.50 ,$165.00 ,33%,$201.22 ,19%,$202.74 ,USA,1 Year
Mobile Pro,SENS-SIP-100 ,Optex  RedWall 330'x10',"$1,611.00 ","$1,074.00 ",33%,"$1,309.76 ",19%,"$1,319.65 ",USA,1 Year
Mobile Pro,SENS-AX-650TF ,Optex outdoor photo detector pair,"$1,001.25 ",$667.50 ,33%,$814.02 ,19%,$820.18 ,USA,1 Year
Mobile Pro,SENS-REDSCAN  ,Optex RedScan ,"$6,403.13 ","$4,268.75 ",33%,"$5,205.79 ",19%,"$5,245.13 ",USA,1 Year
Mobile Pro,SENC-OPTRS-BKT ,Optex Adjustable Bracket (RedScan),$675.00 ,$450.00 ,33%,$548.78 ,19%,$552.93 ,USA,1 Year
Mobile Pro,TM-STROBE ,LED STROBE LIGHT KIT,$749.25 ,$499.50 ,33%,$609.15 ,19%,$613.75 ,USA,1 Year
Mobile Pro,BODY-STROBE ,6 LED BODY STROBE LIGHT KIT W/WIRE HARNESS,"$1,057.50 ",$705.00 ,33%,$859.76 ,19%,$866.25 ,USA,1 Year
Mobile Pro,MM-L-40DAM  ,3 PIR - LED LIGHT KIT W/OPTEX HX40DAM,"$2,162.25 ","$1,441.50 ",33%,"$1,757.93 ",19%,"$1,771.21 ",USA,1 Year
Mobile Pro,MM-L-LX802 ,3 PIR - LED LIGHT KIT W/OPTEX LX802N ,"$1,818.00 ","$1,212.00 ",33%,"$1,478.05 ",19%,"$1,489.22 ",USA,1 Year
Mobile Pro,MM-L-LX402 ,3 PIR -  W/OPTEX402 ,"$1,651.50 ","$1,101.00 ",33%,"$1,342.68 ",19%,"$1,352.83 ",USA,1 Year
Mobile Pro,MM-L-SIP-3020 ,3 PIR / OPTEX SIP-3020,"$3,930.75 ","$2,620.50 ",33%,"$3,195.73 ",19%,"$3,219.88 ",USA,1 Year
Mobile Pro,TM-LIGHT-BAR-KIT  ,"TOP MAST 2-42"" LED FLOOD LIGHT KIT","$1,624.50 ","$1,083.00 ",33%,"$1,320.73 ",19%,"$1,330.71 ",USA,1 Year
Mobile Pro,HD-JACK  ,HEAVY DUTY FRONT WHEEL JACK,$423.00 ,$282.00 ,33%,$343.90 ,19%,$346.50 ,USA,1 Year
Mobile Pro,3400-STORAGE ,ROLLOUT STORAGE CONTAINER ,$715.50 ,$477.00 ,33%,$581.71 ,19%,$586.10 ,USA,1 Year
Mobile Pro,CAM-RACK  ,4 CAMERA INTERNAL STORAGE RACK ,$225.00 ,$150.00 ,33%,$182.93 ,19%,$184.31 ,USA,1 Year
Mobile Pro,OPT-WHEEL-CHOCKS,WHEEL CHOCKS WITH MOUNTING BRACKETS,$675.09 ,$450.06 ,33%,$548.85 ,19%,$553.00 ,USA,1 Year
Mobile Pro,OPT-HQ-WINCH,QUIET WINCH UPGRADE ,"$1,435.20 ",$956.80 ,33%,"$1,166.83 ",19%,"$1,175.65 ",USA,1 Year
Mobile Pro,OPT-PO-DRAWER  ,EXTRA PULLOUT SHELF W/HARDWARE,$276.75 ,$184.50 ,33%,$225.00 ,19%,$226.70 ,USA,1 Year
Mobile Pro,OPT-10U-UP ,10U RACK UPGRADE ,$517.50 ,$345.00 ,33%,$420.73 ,19%,$423.91 ,USA,1 Year
Mobile Pro,OPT-10U -2ND,2ND 10U RACK UPGRADE,"$1,120.50 ",$747.00 ,33%,$910.98 ,19%,$917.86 ,USA,1 Year
Mobile Pro,OPT-TRIPOD  ,TRIPOD SYSTEM 2CAM T BAR,"$1,237.50 ",$825.00 ,33%,"$1,006.10 ",19%,"$1,013.70 ",USA,1 Year
Mobile Pro,OPT-SAFETY-RIBBON,SINGLE 30' SAFETY RIBBON KIT W/STANDARDS,$544.50 ,$363.00 ,33%,$442.68 ,19%,$446.03 ,USA,1 Year
Mobile Pro,OPT-SAFETY-RIBBON X 15,DOUBLE 15' SAFETY RIBBON KIT W/STANDARDS,$544.50 ,$363.00 ,33%,$442.68 ,19%,$446.03 ,USA,1 Year
Mobile Pro,OPT-CAB-REEL-100 ,CABLE REEL 100' OUTDOOR CABLE ,$416.25 ,$277.50 ,33%,$338.41 ,19%,$340.97 ,USA,1 Year
Mobile Pro,OPT-SPARE  ,SPARE TIRE 3400 ONLY ,$713.25 ,$475.50 ,33%,$579.88 ,19%,$584.26 ,USA,1 Year
Mobile Pro,OPT-WS   ,WEATHER STATION,"$1,606.50 ","$1,071.00 ",33%,"$1,306.10 ",19%,"$1,315.97 ",USA,1 Year
Mobile Pro,OPT-SOLAR-400W  ,400W SOLAR SYSTEM 3400 KIT,"$4,225.50 ","$2,817.00 ",33%,"$3,435.37 ",19%,"$3,461.33 ",USA,1 Year
Mobile Pro,OPT-SOLAR-200-NT  ,3400 NON-TILT MOUNT KIT,"$2,667.60 ","$1,778.40 ",33%,"$2,168.78 ",19%,"$2,185.17 ",USA,1 Year
Mobile Pro,PS-14-15,NO CHANGE,"$20,220.00 ","$13,480.00 ",33%,"$15,914.99 ",21.30%,"$16,035.26 ",US,1 Year
Mobile Pro,PS-14-16,NO CHANGE,"$20,782.50 ","$13,855.00 ",33%,"$16,357.73 ",21.30%,"$16,481.34 ",US,1 Year
Mobile Pro,PS-14-17,NO CHANGE,"$21,375.00 ","$14,250.00 ",33%,"$16,824.09 ",21.30%,"$16,951.22 ",US,1 Year
Mobile Pro,PS-14-18,INCREASED PRICE,"$48,282.50 ","$19,855.00 ",33%,"$26,260.92 ",21.30%,"$25,429.14 ",US,1 Year
Mobile Pro,PS-14-19,INCREASED PRICE,"$18,802.50 ","$12,535.00 ",33%,"$15,438.02 ",21.30%,"$14,532.01 ",US,1 Year
Mobile Pro,PS-14-20,INCREASED PRICE,"$13,385.00 ","$9,590.00 ",33%,"$9,961.04 ",21.30%,"$11,028.75 ",US,1 Year
Mobile Pro,PS-14-21,DECREASED PRICE,"$11,597.50 ","$6,065.00 ",33%,"$10,702.48 ",21.30%,"$8,783.35 ",US,1 Year
Mobile Pro,PS-14-22,DECREASED PRICE,"$12,825.00 ","$8,550.00 ",33%,"$12,455.73 ",21.30%,"$11,549.85 ",US,1 Year
Mobile Pro,PS-14-23,DECREASED PRICE,"$11,090.00 ","$12,060.00 ",33%,"$16,599.76 ",21.30%,"$14,725.20 ",US,1 Year
